preferred_category,preferred_type,preferred_genre,content_category,content_type,primary_genre,category_match,type_match,genre_overlap_count,genre_overlap_ratio,view_count,log_views,days_since_publish,freshness_score,label
MOVIE,FILM,Comedy,MOVIE,FILM,Action,1.0,1.0,0,0.0,111.0,4.718498871295094,483,0.4633333333333334,0.6997182089436846
MOVIE,FILM,Sci-Fi,MOVIE,FILM,Comedy,1.0,1.0,0,0.0,,,247,0.7255555555555555,
SERIES,SERIES,Drama,MOVIE,FILM,Drama,0.0,0.0,1,0.5,351.0,5.863631175598097,96,0.8933333333333333,0.23766531497469653
MOVIE,FILM,Action,MOVIE,FILM,Sci-Fi,1.0,1.0,1,0.5,2360.0,7.766840537085513,1,0.9988888888888889,0.8745886805779068
SERIES,SERIES,Drama,SERIES,SERIES,Drama,1.0,1.0,2,1.0,2900.0,7.972810784121404,426,0.5266666666666666,0.9615511032419567
DOCUMENTARY,DOCUMENTARY,History,SERIES,SERIES,Comedy,0.0,0.0,0,0.0,432.0,6.07073772800249,794,0.11777777777777776,0.07371806041309303
MOVIE,FILM,Comedy,SERIES,SERIES,Action,1.0,1.0,0,0.0,2759.0,7.9229859587111955,355,0.6055555555555556,0.7651906464112609
MOVIE,FILM,Sci-Fi,DOCUMENTARY,DOCUMENTARY,History,1.0,1.0,1,0.5,2306.0,7.7437032581737535,666,0.26,0.8097050613824919
SERIES,SERIES,Drama,,DOCUMENTARY,Science,0.0,1.0,0,0.0,2563.0,7.849323818040561,342,0.62,0.3945722902168039
MOVIE,FILM,Action,MOVIE,FILM,Action,1.0,1.0,2,1.0,3599.0,8.1886891244442,579,0.3566666666666667,0.8975349052775183
SERIES,SERIES,Drama,MOVIE,FILM,Comedy,0.0,0.0,0,0.0,2007.0,7.60489448081162,896,0.004444444444444473,0.031607673197805254
DOCUMENTARY,DOCUMENTARY,History,MOVIE,FILM,Drama,0.0,0.0,0,0.0,1980.0,7.591357046698551,11,0.9877777777777778,0.160725826376279
MOVIE,FILM,Comedy,MOVIE,FILM,Sci-Fi,1.0,1.0,0,0.0,2776.0,7.9291264873067995,724,0.1955555555555556,0.7007751768738782
,FILM,Sci-Fi,SERIES,SERIES,Drama,0.0,0.0,0,0.0,2817.0,7.943782692458625,852,0.053333333333333344,0.04698732617255651
SERIES,SERIES,Drama,SERIES,SERIES,Comedy,1.0,1.0,0,0.0,4290.0,8.364275084991524,677,0.24777777777777776,0.7085441524981121
MOVIE,FILM,Action,SERIES,SERIES,Action,0.0,0.0,2,1.0,1335.0,7.197435354096591,768,0.1466666666666666,0.3013782695102439
SERIES,SERIES,,DOCUMENTARY,DOCUMENTARY,History,0.0,0.0,0,0.0,2967.0,7.995643604287271,563,0.37444444444444447,0.1089898259890564
DOCUMENTARY,DOCUMENTARY,,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,1988.0,7.5953872788539725,393,0.5633333333333334,0.7187713848369534
MOVIE,FILM,Comedy,MOVIE,FILM,Action,1.0,1.0,0,0.0,,8.35772841676521,293,0.6744444444444444,0.7139189546073811
MOVIE,FILM,Sci-Fi,MOVIE,FILM,Comedy,1.0,1.0,0,0.0,3109.0,8.04237800517328,654,0.2733333333333333,0.6931524732865387
SERIES,SERIES,Drama,MOVIE,FILM,Drama,0.0,0.0,1,0.5,2336.0,7.756623334538858,553,0.38555555555555554,0.10511160576681168
MOVIE,FILM,Action,MOVIE,FILM,Sci-Fi,1.0,1.0,1,0.5,1569.0,7.358830898342354,510,0.43333333333333335,0.8275258205286287
SERIES,SERIES,Drama,SERIES,SERIES,Drama,1.0,1.0,2,1.0,2788.0,7.933438387627489,452,0.49777777777777776,0.8355851191885677
DOCUMENTARY,DOCUMENTARY,History,SERIES,SERIES,Comedy,0.0,0.0,0,0.0,1093.0,6.9975959829819265,684,0.24,0.0033965243688682464
MOVIE,FILM,Comedy,SERIES,SERIES,Action,1.0,1.0,0,0.0,39.0,3.6888794541139363,608,0.3244444444444444,0.682392522268736
MOVIE,FILM,Sci-Fi,,DOCUMENTARY,History,0.0,1.0,1,0.5,4350.0,8.37816098272068,266,0.7044444444444444,0.5220065955967624
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,4329.0,8.373322820996535,737,0.1811111111111111,0.6404530158002312
MOVIE,FILM,Action,MOVIE,FILM,Action,1.0,1.0,2,1.0,3438.0,8.142936010432265,284,0.6844444444444444,0.9432722099011087
SERIES,SERIES,Drama,MOVIE,FILM,Comedy,0.0,0.0,0,0.0,1032.0,6.940222469119639,482,0.46444444444444444,0.11840610729895569
DOCUMENTARY,DOCUMENTARY,History,MOVIE,FILM,Drama,0.0,0.0,0,0.0,4876.0,8.492285555710053,158,0.8244444444444444,0.10566703185597551
MOVIE,FILM,Comedy,MOVIE,FILM,Sci-Fi,1.0,1.0,0,0.0,,,386,0.5711111111111111,
MOVIE,FILM,Sci-Fi,SERIES,SERIES,Drama,0.0,0.0,0,0.0,1293.0,7.165493475060845,695,0.22777777777777775,0.054566819849424485
SERIES,SERIES,Drama,SERIES,SERIES,Comedy,1.0,1.0,0,0.0,1980.0,7.591357046698551,79,0.9122222222222223,0.7572026721806538
MOVIE,FILM,Action,SERIES,SERIES,Action,0.0,0.0,2,1.0,304.0,5.720311776607412,413,0.5411111111111111,0.36804095096210226
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,History,0.0,0.0,0,0.0,1710.0,7.444833273892193,505,0.4388888888888889,0.08090785025865678
DOCUMENTARY,DOCUMENTARY,History,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,4091.0,8.316789127071518,196,0.7822222222222223,0.7051154100329272
MOVIE,FILM,Comedy,MOVIE,FILM,Action,1.0,1.0,0,0.0,3136.0,8.051022208190679,607,0.3255555555555556,0.6850460529300189
MOVIE,FILM,Sci-Fi,MOVIE,FILM,Comedy,1.0,1.0,0,0.0,2192.0,7.693025748417888,263,0.7077777777777778,0.7239006812405991
,SERIES,Drama,MOVIE,FILM,Drama,0.0,0.0,1,0.5,1778.0,7.483806687665835,395,0.5611111111111111,0.16843022460135676
MOVIE,FILM,,MOVIE,FILM,Sci-Fi,1.0,1.0,0,0.0,874.0,6.774223886357614,440,0.5111111111111111,0.6935438106880315
SERIES,SERIES,Drama,SERIES,SERIES,Drama,1.0,1.0,2,1.0,3430.0,8.14060704285845,829,0.0788888888888889,0.8818036018150034
DOCUMENTARY,DOCUMENTARY,History,SERIES,SERIES,Comedy,0.0,0.0,0,0.0,2337.0,7.757051142032013,179,0.8011111111111111,0.14231762668020975
MOVIE,FILM,Comedy,,SERIES,Action,0.0,1.0,0,0.0,4559.0,8.425077902508432,521,0.4211111111111111,0.360594258014484
MOVIE,FILM,Sci-Fi,DOCUMENTARY,DOCUMENTARY,History,1.0,1.0,1,0.5,3757.0,8.231642179973411,158,0.8244444444444444,0.8505456483254549
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,4140.0,8.328692583545568,364,0.5955555555555556,0.7133865091193031
MOVIE,FILM,Action,,FILM,Action,1.0,1.0,2,1.0,634.0,6.453624998892692,645,0.2833333333333333,0.9237097716583749
SERIES,SERIES,Drama,MOVIE,FILM,Comedy,0.0,0.0,0,0.0,2127.0,7.662937850461535,842,0.06444444444444442,0.05900637199274466
DOCUMENTARY,DOCUMENTARY,,MOVIE,FILM,Drama,0.0,0.0,0,0.0,2765.0,7.925157512224703,382,0.5755555555555556,0.06278711097202835
MOVIE,FILM,Comedy,MOVIE,FILM,Sci-Fi,1.0,1.0,0,0.0,658.0,6.490723534502507,286,0.6822222222222223,0.6858222533969286
MOVIE,FILM,,SERIES,SERIES,Drama,0.0,0.0,0,0.0,779.0,6.659293919683638,151,0.8322222222222222,0.14595946054955874
SERIES,SERIES,Drama,SERIES,SERIES,Comedy,1.0,1.0,0,0.0,1412.0,7.253470382684528,58,0.9355555555555556,0.7334230955346784
MOVIE,FILM,Action,SERIES,SERIES,Action,0.0,0.0,2,1.0,2267.0,7.7266536648476425,85,0.9055555555555556,0.32239097573252773
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,History,0.0,0.0,0,0.0,2545.0,7.842278779117352,378,0.5800000000000001,0.10616895363312583
DOCUMENTARY,DOCUMENTARY,History,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,2963.0,7.994294986415977,102,0.8866666666666667,0.758097960787274
MOVIE,FILM,Comedy,MOVIE,FILM,Action,1.0,1.0,0,0.0,684.0,6.529418838262226,776,0.13777777777777778,0.6168759593412422
MOVIE,FILM,Sci-Fi,MOVIE,FILM,Comedy,1.0,1.0,0,0.0,2737.0,7.914983005848394,543,0.3966666666666666,0.7017288203787899
SERIES,SERIES,Drama,MOVIE,FILM,Drama,0.0,0.0,1,0.5,813.0,6.70196036600254,447,0.5033333333333334,0.2221873166217514
MOVIE,FILM,Action,MOVIE,FILM,Sci-Fi,1.0,1.0,1,0.5,21.0,3.091042453358316,756,0.16000000000000003,0.7809695600105583
SERIES,SERIES,Drama,SERIES,SERIES,Drama,1.0,1.0,2,1.0,3202.0,8.071843149609158,767,0.14777777777777779,0.929612080733327
DOCUMENTARY,DOCUMENTARY,History,,SERIES,Comedy,0.0,0.0,0,0.0,,,871,0.03222222222222226,
MOVIE,FILM,Comedy,,SERIES,Action,1.0,1.0,0,0.0,1742.0,7.463363045520021,14,0.9844444444444445,0.7615461515188638
MOVIE,FILM,Sci-Fi,DOCUMENTARY,DOCUMENTARY,History,1.0,1.0,1,0.5,4615.0,8.437283808187935,858,0.046666666666666634,0.7730871130300554
SERIES,SERIES,,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,1676.0,7.424761761823209,319,0.6455555555555555,0.7030707919574751
MOVIE,FILM,Action,MOVIE,FILM,Action,1.0,1.0,2,1.0,1532.0,7.334981878871814,214,0.7622222222222222,0.9949388099664667
SERIES,SERIES,Drama,MOVIE,FILM,Comedy,0.0,0.0,0,0.0,722.0,6.583409222158765,202,0.7755555555555556,0.1511933874187103
,DOCUMENTARY,History,MOVIE,FILM,Drama,0.0,0.0,0,0.0,2478.0,7.8156105320351905,662,0.2644444444444445,0.11501159289150051
MOVIE,FILM,Comedy,MOVIE,FILM,Sci-Fi,1.0,1.0,0,0.0,2678.0,7.893198869544609,886,0.015555555555555545,0.6960806755653755
MOVIE,FILM,Sci-Fi,SERIES,SERIES,Drama,0.0,0.0,0,0.0,2749.0,7.919356190660617,300,0.6666666666666667,0.09857177984291947
,SERIES,Drama,SERIES,SERIES,Comedy,1.0,1.0,0,0.0,2681.0,7.894318063841624,542,0.3977777777777778,0.7054452407300865
MOVIE,FILM,Action,SERIES,SERIES,Action,0.0,0.0,2,1.0,670.0,6.508769136971682,651,0.2766666666666666,0.3195992156511792
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,History,0.0,0.0,0,0.0,929.0,6.835184586147301,339,0.6233333333333333,0.09634726997297186
DOCUMENTARY,DOCUMENTARY,History,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,3743.0,8.227909837597483,24,0.9733333333333334,0.7578247471377797
MOVIE,FILM,Comedy,MOVIE,FILM,Action,1.0,1.0,0,0.0,3567.0,8.1797604936999,443,0.5077777777777778,0.731844862817174
MOVIE,FILM,Sci-Fi,MOVIE,FILM,Comedy,1.0,1.0,0,0.0,357.0,5.8805329864007,891,0.010000000000000009,0.6453572227810029
SERIES,SERIES,Drama,MOVIE,FILM,Drama,0.0,0.0,1,0.5,2309.0,7.745002803515839,883,0.018888888888888844,0.13443251547997165
MOVIE,FILM,Action,MOVIE,FILM,Sci-Fi,1.0,1.0,1,0.5,2317.0,7.748460023899697,639,0.29000000000000004,0.7910034081311452
SERIES,SERIES,Drama,,SERIES,Drama,0.0,1.0,2,1.0,2861.0,7.959275960116396,201,0.7766666666666666,0.6520585378214184
DOCUMENTARY,DOCUMENTARY,History,SERIES,SERIES,Comedy,0.0,0.0,0,0.0,2409.0,7.787382026484701,772,0.14222222222222225,0.048922607742597345
MOVIE,FILM,Comedy,SERIES,SERIES,Action,1.0,1.0,0,0.0,3566.0,8.17948018535889,327,0.6366666666666667,0.7302262112409786
MOVIE,FILM,Sci-Fi,DOCUMENTARY,DOCUMENTARY,History,1.0,1.0,1,0.5,695.0,6.54534966033442,777,0.13666666666666671,0.8028594868675522
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,3740.0,8.227108234348146,774,0.14,0.6593196815990636
MOVIE,FILM,Action,MOVIE,FILM,Action,1.0,1.0,2,1.0,3641.0,8.200288260287554,643,0.28555555555555556,0.9476887260657278
SERIES,SERIES,Drama,MOVIE,FILM,Comedy,0.0,0.0,0,0.0,3580.0,8.183397369998433,560,0.37777777777777777,0.08551371085930043
DOCUMENTARY,DOCUMENTARY,History,MOVIE,FILM,Drama,0.0,0.0,0,0.0,272.0,5.60947179518496,174,0.8066666666666666,0.0685532598156999
MOVIE,FILM,Comedy,MOVIE,FILM,Sci-Fi,1.0,1.0,0,0.0,1370.0,7.223295679562314,497,0.44777777777777783,0.7401504578669755
MOVIE,FILM,,SERIES,SERIES,Drama,0.0,0.0,0,0.0,3690.0,8.213652703029998,854,0.05111111111111111,0.0265938919229814
SERIES,SERIES,Drama,SERIES,SERIES,Comedy,1.0,1.0,0,0.0,137.0,4.927253685157205,93,0.8966666666666667,0.6819127116384767
MOVIE,FILM,,SERIES,SERIES,Action,0.0,0.0,2,1.0,2859.0,7.958576903813898,740,0.1777777777777778,0.26179791939602826
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,History,0.0,0.0,0,0.0,,,329,0.6344444444444444,
DOCUMENTARY,DOCUMENTARY,History,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,3680.0,8.210939733379021,618,0.31333333333333335,0.689391598374744
MOVIE,FILM,Comedy,MOVIE,FILM,Action,1.0,1.0,0,0.0,2710.0,7.905072849498666,368,0.5911111111111111,0.7060292530536071
MOVIE,FILM,Sci-Fi,MOVIE,FILM,Comedy,1.0,1.0,0,0.0,657.0,6.489204931325317,296,0.6711111111111111,0.7058470628877838
SERIES,SERIES,Drama,,FILM,Drama,0.0,0.0,1,0.5,3321.0,8.10832229017324,374,0.5844444444444444,0.2330724913652443
MOVIE,FILM,,,FILM,Sci-Fi,0.0,1.0,1,0.5,2221.0,7.706162970199576,552,0.3866666666666667,0.4831125407033348
SERIES,SERIES,Drama,SERIES,SERIES,Drama,1.0,1.0,2,1.0,2819.0,7.944492163932159,505,0.4388888888888889,0.9486791790701383
DOCUMENTARY,DOCUMENTARY,History,SERIES,SERIES,Comedy,0.0,0.0,0,0.0,1858.0,7.527793987721444,624,0.30666666666666664,0.07641838255417831
MOVIE,FILM,Comedy,SERIES,SERIES,Action,1.0,1.0,0,0.0,789.0,6.672032945461067,408,0.5466666666666666,0.7228041864643386
MOVIE,FILM,Sci-Fi,DOCUMENTARY,DOCUMENTARY,History,1.0,1.0,1,0.5,3002.0,8.00736706798333,872,0.03111111111111109,0.7154608089377138
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,2822.0,7.945555428253489,669,0.2566666666666667,0.6700470987798596
MOVIE,FILM,Action,MOVIE,FILM,Action,1.0,1.0,2,1.0,3922.0,8.274611946209552,10,0.9888888888888889,0.9302586400484695
SERIES,SERIES,Drama,MOVIE,FILM,Comedy,0.0,0.0,0,0.0,3997.0,8.293549515060345,202,0.7755555555555556,0.11549757342642428
DOCUMENTARY,DOCUMENTARY,History,MOVIE,FILM,Drama,0.0,0.0,0,0.0,4751.0,8.466320861042481,244,0.7288888888888889,0.11037799243790289
MOVIE,FILM,Comedy,,FILM,Sci-Fi,1.0,1.0,0,0.0,2267.0,7.7266536648476425,120,0.8666666666666667,0.7723733178652357
MOVIE,FILM,Sci-Fi,SERIES,SERIES,Drama,0.0,0.0,0,0.0,4215.0,8.346642090221199,523,0.41888888888888887,0.1146141077381723
SERIES,SERIES,Drama,SERIES,SERIES,Comedy,1.0,1.0,0,0.0,2605.0,7.8655717576847906,352,0.6088888888888888,0.7219302370372813
MOVIE,FILM,Action,SERIES,SERIES,Action,0.0,0.0,2,1.0,2332.0,7.75491027202143,635,0.2944444444444444,0.2888998799981883
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,History,0.0,0.0,0,0.0,1120.0,7.02197642307216,822,0.08666666666666667,0.05443028414558174
DOCUMENTARY,DOCUMENTARY,History,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,4997.0,8.516793111394898,413,0.5411111111111111,0.6961259958198036
MOVIE,FILM,,MOVIE,FILM,Action,1.0,1.0,0,0.0,3719.0,8.221478947267192,354,0.6066666666666667,0.717164793555665
MOVIE,FILM,Sci-Fi,MOVIE,FILM,Comedy,1.0,1.0,0,0.0,652.0,6.481577129276431,40,0.9555555555555556,0.7739466545278296
SERIES,SERIES,Drama,,FILM,Drama,0.0,0.0,1,0.5,2606.0,7.865955413933502,751,0.16555555555555557,0.1547822170155773
MOVIE,FILM,Action,MOVIE,FILM,Sci-Fi,1.0,1.0,1,0.5,268.0,5.594711379601839,489,0.45666666666666667,0.8347024097532834
SERIES,SERIES,Drama,SERIES,SERIES,Drama,1.0,1.0,2,1.0,1847.0,7.521859252201629,668,0.2577777777777778,0.9395303044038875
DOCUMENTARY,DOCUMENTARY,History,SERIES,SERIES,Comedy,0.0,0.0,0,0.0,,8.264363329731667,362,0.5977777777777777,0.06786452695154943
MOVIE,FILM,Comedy,SERIES,SERIES,Action,1.0,1.0,0,0.0,2244.0,7.716460800176355,611,0.3211111111111111,0.7156233162917504
MOVIE,FILM,Sci-Fi,DOCUMENTARY,DOCUMENTARY,History,1.0,1.0,1,0.5,1398.0,7.243512974665482,51,0.9433333333333334,0.8874837146929919
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,2363.0,7.768110378525988,72,0.92,0.7495827116368509
MOVIE,FILM,Action,MOVIE,FILM,Action,1.0,1.0,2,1.0,,,577,0.3588888888888889,
,SERIES,Drama,MOVIE,FILM,Comedy,0.0,0.0,0,0.0,2456.0,7.806696372521179,59,0.9344444444444444,0.10236469220949368
DOCUMENTARY,DOCUMENTARY,History,MOVIE,FILM,Drama,0.0,0.0,0,0.0,1323.0,7.188412736496954,822,0.08666666666666667,0.02448529041067357
MOVIE,FILM,Comedy,MOVIE,FILM,Sci-Fi,1.0,1.0,0,0.0,609.0,6.413458957167357,42,0.9533333333333334,0.7601154292639473
MOVIE,FILM,Sci-Fi,SERIES,SERIES,Drama,0.0,0.0,0,0.0,,7.867871490396322,295,0.6722222222222223,0.07352178493527506
SERIES,SERIES,Drama,SERIES,SERIES,Comedy,1.0,1.0,0,0.0,3675.0,8.209580483475577,501,0.44333333333333336,0.7139457251629321
MOVIE,FILM,Action,SERIES,SERIES,Action,0.0,0.0,2,1.0,1260.0,7.13966033596492,573,0.3633333333333333,0.27081249118238115
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,History,0.0,0.0,0,0.0,59.0,4.0943445622221,341,0.6211111111111112,0.07418614052115498
DOCUMENTARY,DOCUMENTARY,History,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,4916.0,8.50045386741194,698,0.22444444444444445,0.6835136720479401
MOVIE,FILM,Comedy,MOVIE,FILM,Action,1.0,1.0,0,0.0,2707.0,7.903965634032166,397,0.5588888888888889,0.7843715293919106
,FILM,Sci-Fi,,FILM,Comedy,0.0,1.0,0,0.0,474.0,6.163314804034641,666,0.26,0.29207304057454303
SERIES,SERIES,Drama,MOVIE,FILM,Drama,0.0,0.0,1,0.5,520.0,6.255750041753367,552,0.3866666666666667,0.23063043718027454
MOVIE,FILM,,MOVIE,FILM,Sci-Fi,1.0,1.0,1,0.5,113.0,4.736198448394496,407,0.5477777777777777,0.8203228210791497
SERIES,SERIES,Drama,SERIES,SERIES,Drama,1.0,1.0,2,1.0,4958.0,8.508959386489133,148,0.8355555555555556,0.9937083103693196
DOCUMENTARY,DOCUMENTARY,,SERIES,SERIES,Comedy,0.0,0.0,0,0.0,1394.0,7.240649694255466,626,0.3044444444444444,0.06617554715389265
MOVIE,FILM,Comedy,SERIES,SERIES,Action,1.0,1.0,0,0.0,3274.0,8.094073148069352,684,0.24,0.6933154629817209
MOVIE,FILM,Sci-Fi,DOCUMENTARY,DOCUMENTARY,History,1.0,1.0,1,0.5,4199.0,8.34283980427146,525,0.41666666666666663,0.8141354015547905
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,4876.0,8.492285555710053,892,0.008888888888888835,0.7022538856913242
MOVIE,FILM,Action,MOVIE,FILM,Action,1.0,1.0,2,1.0,3175.0,8.063377822367027,11,0.9877777777777778,0.9809208782171118
SERIES,SERIES,Drama,MOVIE,FILM,Comedy,0.0,0.0,0,0.0,3785.0,8.239065331769268,324,0.64,0.1345851053065742
DOCUMENTARY,DOCUMENTARY,History,MOVIE,FILM,Drama,0.0,0.0,0,0.0,1219.0,7.106606137727303,761,0.1544444444444445,0.02769834700573066
MOVIE,FILM,Comedy,MOVIE,FILM,Sci-Fi,1.0,1.0,0,0.0,4686.0,8.452547997922705,623,0.3077777777777778,0.6865371023765069
MOVIE,FILM,Sci-Fi,SERIES,SERIES,Drama,0.0,0.0,0,0.0,4798.0,8.476162841858246,638,0.2911111111111111,0.03462406939510785
,SERIES,Drama,SERIES,SERIES,Comedy,1.0,1.0,0,0.0,519.0,6.253828811575473,485,0.46111111111111114,0.70755661743965
MOVIE,FILM,Action,SERIES,SERIES,Action,0.0,0.0,2,1.0,4117.0,8.323122887587735,768,0.1466666666666666,0.3350121026526304
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,History,0.0,0.0,0,0.0,3472.0,8.152774052744075,619,0.3122222222222222,0.06513608817312581
DOCUMENTARY,DOCUMENTARY,History,,DOCUMENTARY,Science,1.0,1.0,0,0.0,3292.0,8.099554282376364,789,0.1233333333333333,0.662424781405
MOVIE,FILM,Comedy,,FILM,Action,0.0,1.0,0,0.0,,8.353732642263202,814,0.0955555555555555,0.29324474729579864
MOVIE,FILM,Sci-Fi,MOVIE,FILM,Comedy,1.0,1.0,0,0.0,1288.0,7.161622002939187,86,0.9044444444444444,0.7353950959620494
SERIES,SERIES,Drama,MOVIE,FILM,Drama,0.0,0.0,1,0.5,,,699,0.22333333333333338,
,FILM,Action,,FILM,Sci-Fi,1.0,1.0,1,0.5,2095.0,7.647786045440933,124,0.8622222222222222,0.8328260428226172
,SERIES,Drama,SERIES,SERIES,Drama,1.0,1.0,2,1.0,22.0,3.1354942159291497,131,0.8544444444444445,0.9661835556762927
DOCUMENTARY,DOCUMENTARY,History,SERIES,SERIES,Comedy,0.0,0.0,0,0.0,,7.261927092702751,178,0.8022222222222222,0.15206784967758744
MOVIE,FILM,Comedy,SERIES,SERIES,Action,1.0,1.0,0,0.0,4006.0,8.295798110636145,739,0.17888888888888888,0.7590354285508235
MOVIE,FILM,Sci-Fi,DOCUMENTARY,DOCUMENTARY,History,1.0,1.0,1,0.5,1028.0,6.9363427358340495,781,0.13222222222222224,0.7664528596071355
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,2278.0,7.731492029245684,413,0.5411111111111111,0.7515323026071219
MOVIE,FILM,Action,MOVIE,FILM,Action,1.0,1.0,2,1.0,31.0,3.4657359027997265,107,0.8811111111111111,0.9708269562022706
SERIES,SERIES,,MOVIE,FILM,Comedy,0.0,0.0,0,0.0,1487.0,7.305188215393037,603,0.32999999999999996,0.060930073777133324
DOCUMENTARY,DOCUMENTARY,History,MOVIE,FILM,Drama,0.0,0.0,0,0.0,711.0,6.568077911411976,786,0.1266666666666667,0.05483595760250446
MOVIE,FILM,Comedy,MOVIE,FILM,Sci-Fi,1.0,1.0,0,0.0,2625.0,7.873217054862741,697,0.2255555555555555,0.6794051258653444
MOVIE,FILM,Sci-Fi,SERIES,SERIES,Drama,0.0,0.0,0,0.0,2361.0,7.767263996757308,729,0.18999999999999995,0.056833045087287926
SERIES,SERIES,Drama,SERIES,SERIES,Comedy,1.0,1.0,0,0.0,2028.0,7.615298339825815,785,0.12777777777777777,0.6543735532922037
MOVIE,FILM,Action,SERIES,SERIES,Action,0.0,0.0,2,1.0,,7.7057128238944275,514,0.4288888888888889,0.27519321164556526
,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,History,0.0,0.0,0,0.0,1671.0,7.421775793644647,606,0.32666666666666666,0.019343580784980434
DOCUMENTARY,DOCUMENTARY,History,,DOCUMENTARY,Science,0.0,1.0,0,0.0,3023.0,8.014335737299424,754,0.16222222222222227,0.3514388386642121
MOVIE,FILM,Comedy,MOVIE,FILM,Action,1.0,1.0,0,0.0,2255.0,7.721348612617949,793,0.11888888888888893,0.6579049911312862
MOVIE,FILM,Sci-Fi,MOVIE,FILM,Comedy,1.0,1.0,0,0.0,2783.0,7.931644021454311,615,0.31666666666666665,0.6690357508834454
SERIES,SERIES,Drama,MOVIE,FILM,Drama,0.0,0.0,1,0.5,2195.0,7.694392802629421,739,0.17888888888888888,0.17234135903560313
MOVIE,FILM,Action,MOVIE,FILM,Sci-Fi,1.0,1.0,1,0.5,947.0,6.854354502255021,317,0.6477777777777778,0.8590895431530469
SERIES,SERIES,,SERIES,SERIES,Drama,1.0,1.0,2,1.0,3334.0,8.112227958349724,461,0.48777777777777775,0.9502430425501243
DOCUMENTARY,DOCUMENTARY,History,SERIES,SERIES,Comedy,0.0,0.0,0,0.0,739.0,6.606650186198215,324,0.64,0.07368124161720749
MOVIE,FILM,Comedy,SERIES,SERIES,Action,1.0,1.0,0,0.0,2422.0,7.792761720816526,796,0.11555555555555552,0.7029788407619865
MOVIE,FILM,Sci-Fi,DOCUMENTARY,DOCUMENTARY,History,1.0,1.0,1,0.5,953.0,6.860663671448287,77,0.9144444444444444,0.9093118480736637
SERIES,SERIES,Drama,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,4129.0,8.326032685955079,67,0.9255555555555556,0.7643968449305971
,FILM,Action,MOVIE,FILM,Action,1.0,1.0,2,1.0,552.0,6.315358001522335,41,0.9544444444444444,1.0
SERIES,SERIES,Drama,MOVIE,FILM,Comedy,0.0,0.0,0,0.0,1601.0,7.379008127628304,386,0.5711111111111111,0.12716550269387347
DOCUMENTARY,DOCUMENTARY,History,MOVIE,FILM,Drama,0.0,0.0,0,0.0,309.0,5.736572297479192,506,0.4377777777777778,0.1031766341475985
MOVIE,FILM,Comedy,MOVIE,FILM,Sci-Fi,1.0,1.0,0,0.0,711.0,6.568077911411976,220,0.7555555555555555,0.7431699882529876
MOVIE,FILM,Sci-Fi,SERIES,SERIES,Drama,0.0,0.0,0,0.0,,,0,1.0,
SERIES,SERIES,Drama,SERIES,SERIES,Comedy,1.0,1.0,0,0.0,4625.0,8.439447842791385,21,0.9766666666666667,0.7707651409461347
MOVIE,FILM,,SERIES,SERIES,Action,0.0,0.0,0,0.0,4743.0,8.464635940677562,688,0.23555555555555552,0.02825602949993341
SERIES,SERIES,Drama,,DOCUMENTARY,History,0.0,0.0,0,0.0,4563.0,8.425954710981966,751,0.16555555555555557,0.07502593786570742
DOCUMENTARY,DOCUMENTARY,History,DOCUMENTARY,DOCUMENTARY,Science,1.0,1.0,0,0.0,2582.0,7.8567067930958405,72,0.92,0.7062442777244071
,FILM,Comedy,MOVIE,FILM,Action,1.0,1.0,0,0.0,3800.0,8.24301946898925,868,0.03555555555555556,0.6363532139862006
